"Story","Title","Result","Date","Stability","Duration (s)"
"Super Smoothie Loyalty Card Program","Earning points when purchasing smoothies","SUCCESS","2019-08-12T16:50:18.216702-03:00[America/Buenos_Aires]","0.0","0.17"
